"workerid","rt","trial_type","trial_num","name","response","positive","endpoint_high","negation","sentence_type","adjective","referent","gender","superlative_endpoints","endpoint_low","antonym"
76,3707,"one_slider",9,"Veronica",0.24,"mature","most mature","morphological","neg_positive","not mature","person","female",0,"most immature","immature"
76,3571,"one_slider",10,"Jennifer",0.23,"attractive","most attractive","morphological","antonym","unattractive","person","female",0,"most unattractive","unattractive"
76,5208,"one_slider",11,"Laura",0.45,"beautiful","most beautiful","lexical","neg_positive","not beautiful","person","female",0,"most ugly","ugly"
76,3783,"one_slider",12,"Maya",0.83,"polite","most polite","morphological","positive","polite","person","female",0,"most impolite","impolite"
76,3937,"one_slider",13,"Eric",0.64,"wise","most wise","lexical","neg_antonym","not foolish","person","male",0,"most foolish","foolish"
76,3377,"one_slider",14,"Kathleen",0.88,"happy","happiest","morphological","positive","happy","person","female",1,"unhappiest","unhappy"
76,2624,"one_slider",15,"Greg",0.81,"proud","most proud","lexical","positive","proud","person","male",0,"most humble","humble"
76,3168,"one_slider",16,"Stephen",0.84,"tall","tallest","lexical","positive","tall","person","male",1,"shortest","short"
77,11078,"one_slider",1,"Melinda",0.46,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","female",0,"most lazy","lazy"
77,4189,"one_slider",2,"Greg",0.46,"fat","fattest","lexical","neg_positive","not fat","person","male",1,"skinniest","skinny"
77,4761,"one_slider",3,"Maya",0.79,"rich","richest","lexical","positive","rich","person","female",1,"poorest","poor"
77,4232,"one_slider",4,"Stephanie",0.49,"mature","most mature","morphological","neg_antonym","not immature","person","female",0,"most immature","immature"
77,5434,"one_slider",5,"Daniel",0.73,"polite","most polite","morphological","positive","polite","person","male",0,"most impolite","impolite"
77,6032,"one_slider",6,"Monica",0.17,"intelligent","most intelligent","morphological","antonym","unintelligent","person","female",0,"most unintelligent","unintelligent"
77,7265,"one_slider",7,"Michelle",0.76,"proud","most proud","lexical","positive","proud","person","female",0,"most humble","humble"
77,10766,"one_slider",8,"Cameron",0.18,"loud","most loud","lexical","neg_positive","not loud","person","male",0,"most quiet","quiet"
77,12218,"one_slider",9,"Gabriel",0.76,"brave","most brave","lexical","neg_antonym","not cowardly","person","male",0,"most cowardly","cowardly"
77,9871,"one_slider",10,"Angela",0.2,"beautiful","most beautiful","lexical","antonym","ugly","person","female",0,"most ugly","ugly"
77,14169,"one_slider",11,"Kathleen",0.23,"successful","most successful","morphological","neg_positive","not successful","person","female",0,"most unsuccessful","unsuccessful"
77,7276,"one_slider",12,"John",0.16,"honest","most honest","morphological","antonym","dishonest","person","male",0,"most dishonest","dishonest"
77,5417,"one_slider",13,"William",0.18,"strong","strongest","lexical","antonym","weak","person","male",1,"weakest","weak"
77,9724,"one_slider",14,"Lucas",0.78,"friendly","most friendly","morphological","positive","friendly","person","male",0,"most unfriendly","unfriendly"
77,9677,"one_slider",15,"Tom",0.17,"happy","happiest","morphological","neg_positive","not happy","person","male",1,"unhappiest","unhappy"
77,23385,"one_slider",16,"Veronica",0.8,"educated","most educated","morphological","neg_antonym","not uneducated","person","female",0,"most uneducated","uneducated"
78,9340,"one_slider",1,"Greg",0.63,"fat","fattest","lexical","neg_antonym","not skinny","person","male",1,"skinniest","skinny"
78,3670,"one_slider",2,"John",0.75,"hard-working","most hard-working","lexical","positive","hard-working","person","male",0,"most lazy","lazy"
78,3697,"one_slider",3,"Maya",0.29,"friendly","most friendly","morphological","neg_positive","not friendly","person","female",0,"most unfriendly","unfriendly"
78,4180,"one_slider",4,"Michelle",0.65,"successful","most successful","morphological","positive","successful","person","female",0,"most unsuccessful","unsuccessful"
78,3974,"one_slider",5,"Alexander",0.66,"attractive","most attractive","morphological","positive","attractive","person","male",0,"most unattractive","unattractive"
78,5666,"one_slider",6,"Jennifer",0.74,"brave","most brave","lexical","neg_antonym","not cowardly","person","female",0,"most cowardly","cowardly"
78,3144,"one_slider",7,"Laura",0.71,"strong","strongest","lexical","neg_positive","not strong","person","female",1,"weakest","weak"
78,5996,"one_slider",8,"Alicia",0.21,"educated","most educated","morphological","neg_positive","not educated","person","female",0,"most uneducated","uneducated"
78,7100,"one_slider",9,"Kim",0.2,"polite","most polite","morphological","neg_antonym","not impolite","person","female",0,"most impolite","impolite"
78,6632,"one_slider",10,"Stephen",0.17,"loud","most loud","lexical","antonym","quiet","person","male",0,"most quiet","quiet"
78,3810,"one_slider",11,"Melinda",0.2,"interesting","most interesting","morphological","antonym","uninteresting","person","female",0,"most uninteresting","uninteresting"
78,3945,"one_slider",12,"David",0.84,"beautiful","most beautiful","lexical","positive","beautiful","person","male",0,"most ugly","ugly"
78,3411,"one_slider",13,"Julia",0.21,"tall","tallest","lexical","antonym","short","person","female",1,"shortest","short"
78,3278,"one_slider",14,"Anthony",0.21,"happy","happiest","morphological","antonym","unhappy","person","male",1,"unhappiest","unhappy"
78,4216,"one_slider",15,"Kathleen",0.23,"wise","most wise","lexical","neg_positive","not wise","person","female",0,"most foolish","foolish"
78,2449,"one_slider",16,"Michael",0.18,"mature","most mature","morphological","neg_antonym","not immature","person","male",0,"most immature","immature"
79,7568,"one_slider",1,"Veronica",0.49,"friendly","most friendly","morphological","positive","friendly","person","female",0,"most unfriendly","unfriendly"
79,6649,"one_slider",2,"Stephanie",0.58,"brave","most brave","lexical","neg_antonym","not cowardly","person","female",0,"most cowardly","cowardly"
79,4550,"one_slider",3,"Gabriel",0.16,"attractive","most attractive","morphological","neg_positive","not attractive","person","male",0,"most unattractive","unattractive"
79,5618,"one_slider",4,"Julia",0.32,"proud","most proud","lexical","antonym","humble","person","female",0,"most humble","humble"
79,4866,"one_slider",5,"Kathleen",0.09,"beautiful","most beautiful","lexical","antonym","ugly","person","female",0,"most ugly","ugly"
79,7019,"one_slider",6,"Tom",0.95,"loud","most loud","lexical","positive","loud","person","male",0,"most quiet","quiet"
79,4717,"one_slider",7,"Greg",0.51,"fat","fattest","lexical","neg_positive","not fat","person","male",1,"skinniest","skinny"
79,16268,"one_slider",8,"David",0.49,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","male",0,"most unintelligent","unintelligent"
79,5164,"one_slider",9,"John",0.24,"successful","most successful","morphological","neg_positive","not successful","person","male",0,"most unsuccessful","unsuccessful"
79,3418,"one_slider",10,"Monica",0.77,"polite","most polite","morphological","positive","polite","person","female",0,"most impolite","impolite"
79,3744,"one_slider",11,"Kim",0.52,"strong","strongest","lexical","neg_antonym","not weak","person","female",1,"weakest","weak"
79,3237,"one_slider",12,"Lucas",0.19,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","male",0,"most lazy","lazy"
79,4226,"one_slider",13,"Claire",0.05,"mature","most mature","morphological","antonym","immature","person","female",0,"most immature","immature"
79,3910,"one_slider",14,"Angela",0.7,"wise","most wise","lexical","positive","wise","person","female",0,"most foolish","foolish"
79,5342,"one_slider",15,"Laura",0.1,"interesting","most interesting","morphological","neg_antonym","not uninteresting","person","female",0,"most uninteresting","uninteresting"
79,4466,"one_slider",16,"Michelle",0.17,"educated","most educated","morphological","antonym","uneducated","person","female",0,"most uneducated","uneducated"
80,9393,"one_slider",1,"Monica",0.34,"strong","strongest","lexical","neg_positive","not strong","person","female",1,"weakest","weak"
80,8643,"one_slider",2,"Veronica",0.26,"polite","most polite","morphological","antonym","impolite","person","female",0,"most impolite","impolite"
80,3953,"one_slider",3,"Kathleen",0.65,"wise","most wise","lexical","positive","wise","person","female",0,"most foolish","foolish"
80,6152,"one_slider",4,"Michelle",0.73,"proud","most proud","lexical","neg_antonym","not humble","person","female",0,"most humble","humble"
80,3656,"one_slider",5,"Anthony",0.23,"brave","most brave","lexical","antonym","cowardly","person","male",0,"most cowardly","cowardly"
80,5269,"one_slider",6,"Michael",0.8,"loud","most loud","lexical","neg_antonym","not quiet","person","male",0,"most quiet","quiet"
80,5423,"one_slider",7,"Eric",0.67,"beautiful","most beautiful","lexical","positive","beautiful","person","male",0,"most ugly","ugly"
80,4458,"one_slider",8,"John",0.22,"mature","most mature","morphological","antonym","immature","person","male",0,"most immature","immature"
80,5107,"one_slider",9,"Alicia",0.27,"educated","most educated","morphological","neg_antonym","not uneducated","person","female",0,"most uneducated","uneducated"
80,4467,"one_slider",10,"Melinda",0.28,"friendly","most friendly","morphological","neg_positive","not friendly","person","female",0,"most unfriendly","unfriendly"
80,7960,"one_slider",11,"Maya",0.31,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","female",0,"most lazy","lazy"
80,4991,"one_slider",12,"Stephen",0.7,"intelligent","most intelligent","morphological","positive","intelligent","person","male",0,"most unintelligent","unintelligent"
80,3406,"one_slider",13,"Kim",0.62,"attractive","most attractive","morphological","positive","attractive","person","female",0,"most unattractive","unattractive"
80,3130,"one_slider",14,"William",0.28,"honest","most honest","morphological","neg_positive","not honest","person","male",0,"most dishonest","dishonest"
80,3695,"one_slider",15,"Lee",0.34,"tall","tallest","lexical","antonym","short","person","male",1,"shortest","short"
80,3446,"one_slider",16,"Laura",0.3,"happy","happiest","morphological","neg_antonym","not unhappy","person","female",1,"unhappiest","unhappy"
81,7542,"one_slider",1,"Veronica",0.66,"wise","most wise","lexical","positive","wise","person","female",0,"most foolish","foolish"
81,5218,"one_slider",2,"Lee",0.33,"happy","happiest","morphological","antonym","unhappy","person","male",1,"unhappiest","unhappy"
81,5023,"one_slider",3,"Sophia",0.5,"rich","richest","lexical","neg_positive","not rich","person","female",1,"poorest","poor"
81,4491,"one_slider",4,"Tom",0.25,"honest","most honest","morphological","neg_antonym","not dishonest","person","male",0,"most dishonest","dishonest"
81,4125,"one_slider",5,"Lucas",0.66,"brave","most brave","lexical","neg_antonym","not cowardly","person","male",0,"most cowardly","cowardly"
81,5209,"one_slider",6,"William",0.21,"interesting","most interesting","morphological","neg_positive","not interesting","person","male",0,"most uninteresting","uninteresting"
81,5547,"one_slider",7,"Alicia",0.55,"fat","fattest","lexical","positive","fat","person","female",1,"skinniest","skinny"
81,4607,"one_slider",8,"Stephanie",0.35,"beautiful","most beautiful","lexical","antonym","ugly","person","female",0,"most ugly","ugly"
81,3867,"one_slider",9,"Jennifer",0.32,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","female",0,"most lazy","lazy"
81,4429,"one_slider",10,"Michelle",0.24,"attractive","most attractive","morphological","neg_positive","not attractive","person","female",0,"most unattractive","unattractive"
81,5257,"one_slider",11,"Melinda",0.77,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","female",0,"most unfriendly","unfriendly"
81,4311,"one_slider",12,"Cameron",0.76,"successful","most successful","morphological","positive","successful","person","male",0,"most unsuccessful","unsuccessful"
81,2959,"one_slider",13,"Laura",0.36,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
81,3163,"one_slider",14,"Kim",0.66,"mature","most mature","morphological","positive","mature","person","female",0,"most immature","immature"
81,3679,"one_slider",15,"Julia",0.77,"loud","most loud","lexical","neg_antonym","not quiet","person","female",0,"most quiet","quiet"
81,4351,"one_slider",16,"Claire",0.22,"educated","most educated","morphological","antonym","uneducated","person","female",0,"most uneducated","uneducated"
82,10292,"one_slider",1,"Lucas",0.34,"attractive","most attractive","morphological","neg_positive","not attractive","person","male",0,"most unattractive","unattractive"
82,4745,"one_slider",2,"Alicia",0.28,"loud","most loud","lexical","neg_antonym","not quiet","person","female",0,"most quiet","quiet"
